Product URL,Image URL,SKUs,Product Name,
,,1938681428167,מיטה אפורה פסים לבנים S,
,,1938681428181,מיטה אפורה פסים לבנים XXS,
,,1938681526986,מזרן צבעוני דוחה נוזלים,
,,1938681627102,לא פעיל מיטה קטנה,
,,1938681627201,מיטה בינונית,
,,1938681627300,מיטה  גדולה,
,,1938682261411,לא פעיל מיטה אפורה משובצת XS,
,,1938682261428,לא פעיל מיטה אפורה משובצת S,
,,1938682261435,לא פעיל מיטה אפורה משובצת M,
,,1938682261442,לא פעיל מיטה אפורה משובצת L,
,,1938682261459,לא פעיל מיטה אפורה משובצת XL,
,,1938682261466,לא פעיל מיטה אפורה משובצת XXL,
,,1938682264115,לא פעיל מיטת פרוווה עגולה S,
,,1938682264122,לא פעיל מיטת פרווה עגולה M,
,,1938682264139,לא פעיל מיטת פרווה עגולה L,
,,1938682265617,לא פעיל איגלו שחור כפות רגליים S,
,,1938682265624,לא פעיל איגלו שחור כפות רגליים M,
,,1938682265631,לא פעיל איגלו שחור כפות רגליים L,
,,1938683011107,לא פעיל מיטה עגול משובץ אר פור פט S,
,,1938683011206,לא פעיל מיטה עגול משובץ אר פור פטM,
,,1938683011305,לא פעיל מיטה עגול משובץ אר פור פט L,
,,1938683057105,לא פעיל מיטה קיץ אר פור פט S,
,,1938683057204,לא פעיל מיטה קיץ אר פור פט M,
,,1938683057303,לא פעיל מיטה סט קיץ אר פור פט L,
,,1938683083203,לא פעיל מיטה עצם זהב,
,,1938683084101,לא פעיל מיטה פוורה קטן,
,,1938683084200,לא פעיל מיטה פרווה מדיום,
,,1938683084309,לא פעיל מיטה פרווה גדול,
,,"1938684268333, 485",מיטה לכלב,
,,1938688306512,לא פעיל מיטה חום משובץ S,
,,1938688306529,לא פעיל מיטה חום משובץ M,
,,1938688306536,לא פעיל מיטה חום משובץ L,
,,1938691117105,"לא פעיל חבל דנטלי ""10""",
,,1938691117129,"חבל דנטלי ""12""",
,,1938691117143,"לא פעיל חבל דנטלי ""14""",
https://www.gag-lachayot.co.il/product/%D7%A0%D7%99%D7%99%D7%A6%D7%A8%D7%A1-%D7%A4%D7%A8%D7%95%D7%98%D7%A7%D7%A9%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%9B%D7%9C%D7%91-%D7%91%D7%95%D7%92%D7%A8-%D7%91%D7%99%D7%A0%D7%95%D7%A0%D7%99-%D7%9E/,https://www.gag-lachayot.co.il/wp-content/uploads/2020/07/%D7%91%D7%95%D7%92%D7%A8-%D7%91%D7%99%D7%A0%D7%95%D7%A0%D7%99-100x100.png,"2000300243228, 4771317460295","NP בוגר גזע בינוני שק מגדלים 18 ק""ג",
https://www.gag-lachayot.co.il/product/%D7%A0%D7%99%D7%99%D7%A6%D7%A8%D7%A1-%D7%A4%D7%A8%D7%95%D7%98%D7%A7%D7%A9%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%9B%D7%9C%D7%91-%D7%91%D7%95%D7%92%D7%A8-%D7%92%D7%93%D7%95%D7%9C-%D7%9E%D7%91%D7%95/,https://www.gag-lachayot.co.il/wp-content/uploads/2020/07/%D7%9E%D7%A7%D7%A1%D7%99-%D7%91%D7%95%D7%92%D7%A8-1-100x100.png,"2000300243259, 4771317460271","NP בוגר גזע גדול שק מגדלים 18 ק""ג",
,,"2000300243433, 4771317460356","NP חתול בייתי אינדור 18 ק""ג",
,,2016010700012,כרית אפורה L טאנצ'נג,
,,"2016010700029, ~2016010700029",כרית אפורה M טאנצ'נג,
,,2016010700036,כרית אפורה S טאנצ'נג,
,,2016010700043,מיטה מרובעת ורוד/כחול/כתום L טאנצ'נג,
,,2016010700050,מיטה מרובעת ורוד/כחול/כתום M טאנצ'נג,
,,2016010700067,מיטה מרובעת ורוד/כחול/כתום S טאנצ'נג,
,,2016010700074,מיטה עגולה משובצת אפור לבן L טאנצ'נג,
,,2016010700081,מיטה עגולה משובצת אפור לבן M טאנצ'נג,
,,2016010700104,מיטה מרובעת משובצת אדום שחור S טאנצ'נג,
,,2016010700111,מיטה מרובעת משובצת אדום שחור M טאנצ'נג,
,,2016010700128,מיטה מרובעת משובצת אדום שחור L טאנצ'נג,
,,2016010700135,מיטת לאפה L טאנצ'נג,
,,"2016010700142, 2019073000280",מיטת לאפה M טאנצ'נג 65x50x18cm,
,,2016010700159,מיטת לאפה XS טאנצ'נג 44x34x16cm,
,,2016010700166,מיטה שחורה 13*23*63*79 טאנצ'נג,
,,"2016010700166, 700166","מיטה לכלב 79*63*23*13 ס""מ",
,,2016010700173,מיטה שחורה 12*21*58*73 טאנצ'נג,
,,"2016010700173, 700173",מיטה לכלב 73*58*21*12,
,,2016010700197,מיטה שחורה 10*18*48*63 טאנצ'נג,
,,"2016010700197, 700197","מיטה לכלב 63*48*18*10 ס""מ",
,,"2016010700203, 2016010700289",מיטה לכלב 9*17*43*58 טאנצ'נג,
,,2016010700210,מיטה שחורה 8*15*38*53 טאנצ'נג,
,,"2016010700210, 700210","מיטה לכלב 53*38*15*8 ס""מ",
,,2016010700227,מיטה שחורה 7*14*33*48 טאנצ'נג,
,,"2016010700227, 700227","מיטה לכלב 48*33*14*7 ס""מ",
,,2016010700234,מיטה שחורה 6*13*28*43 טאנצ'נג,
,,"2016010700234, 700234","מיטה לכלב 42*28*13*6 ס""מ",
,,2016010700241,מיטה אדומה 13*23*63*79 טאנצ'נג,
,,2016010700258,מיטה אדומה 12*21*58*73 טאנצ'נג,
,,2016010700265,מיטה אדומה 11*20*53*68 טאנצ'נג,
,,2016010700272,מיטה אדומה 10*18*48*63 טאנצ'נג,
,,2016010700289,מיטה אדומה 9*17*43*58 טאנצ'נג,
,,2016010700296,מיטה אדומה 8*15*38*53 טאנצ'נג,
,,2016010700302,מיטה אדומה 7*14*33*48 טאנצ'נג,
,,2016010700319,מיטה אדומה 6*13*28*43 טאנצ'נג,
,,2016010700326,מיטה מרובעת משובצת אפור לבן L טאנצ'נג,
,,2016010700333,מיטה מרובעת משובצת אפור לבן M טאנצ'נג,
,,2016010700340,מיטה מרובעת משובצת אפור לבן S טאנצ'נג,
,,2016010700357,מיטה מרובעת משובצת שחור לבן L+C70:C110 טאנצ'נג,
,,2016010700364,מיטה מרובעת משובצת שחור לבן M טאנצ'נג,
,,2016010700371,מיטה מרובעת משובצת שחור לבן S טאנצ'נג,
,,2016010700395,מזרן לכלב  70*53,
,,2016010700401,כרית חומה לכלב בינוני,
,,2016010700418,כרית משובצת אפור לבן L טאנצ'נג,
,,2016010700425,כרית משובצת אפור לבן M טאנצ'נג,
,,2016010700432,כרית משובצת אפור לבן S טאנצ'נג,
,,2016071617564,איגלו שחור טאנצ'נג,
,,2016071618066,אגלו אדום טאנצ'נג,
,,2017030100004,מיטה משובצת מרופדת B (גדולה),
,,2017030100011,מיטה משובצת מרופדת D (בינונית),
,,2017030100028,מיטה משובצת מרופדת F (קטנה),
,,2017122900819,כרית חסינת מים צבעונית M,
,,2017122900826,כרית חסינת מים צבעונית L,
,,2017122900833,כרית חסינת מים צבעונית XL,
,,2017122900840,מיטה אליפסה מרופדת XL,
,,2017122900857,מיטה אליפסה מרופדת L,
,,2017122900864,מיטה אליפסה מרופדת M,
,,2017122900871,מיטה אליפסה מרופדת S,
,,2017122900888,מיטה דמוי עור S,
,,2017122900895,מיטה דמוי עור XL,
,,2017122900901,כרית למיטת פלסטיק 43,
,,2017122900918,כרית למיטת פלסטיק 55,
,,2017122900925,כרית למיטת פלסטיק 65,
,,2017122900932,כרית למיטת פלסטיק 78,
,,2017122900949,כרית למיטת פלסטיק 85,
,,2017122900956,כרית למיטת פלסטיק 100,
,,2019073000013,בית לחתול אפור/חום 40*39*42,
,,2019073000020,מיטת סט ורודה 13*23*63*79,
,,2019073000037,מיטת סט ורודה 12*21*58*73,
,,2019073000044,מיטת סט ורודה 11*20*53*68,
,,2019073000051,מיטת סט ורודה 10*18*48*63,
,,2019073000068,מיטת סט ורודה 9*17*43*58,
,,2019073000075,מיטת סט ורודה 8*15*38*53,
,,2019073000082,מיטת סט ורודה 7*14*33*48,
,,2019073000099,מיטת סט ורודה 6*13*28*43,
,,2019073000105,בית דו עונתי מתקפל לחתול  38*38*38,
,,2019073000112,איגלו אפור/כחול לחתול,
,,2019073000129,איגלו ורוד אפור לחתול,
,,2019073000136,מיטת אנגליה 16*35*45,
,,2019073000143,מיטת אנגליה 18*51*65,
,,2019073000150,מיטת אנגליה 20*70*87,
,,2019073000167,מיטה אפורה כף רגל 16*35*45,
,,2019073000174,מיטה אפורה כף רגל 18*51*65,
,,2019073000181,מיטה אפורה כף רגל 20*70*87,
,,2019073000198,מיטה עגולה חום כהה 16*45*45,
,,2019073000204,מיטה עגולה חום כהה 16*55*55,
,,2019073000211,מיטה עגולה חום כהה 18*65*65,
,,2019073000228,מיטה עגולה חום בהיר 14*45*45,
,,2019073000235,מיטה עגולה חום בהיר 16*55*55,
,,2019073000242,מיטה עגולה חום בהיר 18*65*65,
,,2019073000259,מזרון חסין מים אפור 11*68*92,
,,2019073000266,מזרון חסין מים אפור 12*83*113,
,,2019073000303,"מיטה מתקפלת כחול/אפור 43*43 ס""מ",
,,2019073000310,"מיטה מתקפלת חום/בז 38*38 ס""מ",
,,2019073000327,"מיטה מתקפלת בורדו/אפור 43*43 ס""מ",
,,2019073000334,מיטת איגלו מתקפלת 43*43*43,
,,2019073000341,"איגלו כחול/חום 38 ס""מ",
,,2019073000358,"איגלו אדום/אפור 38 ס""מ",
,,2019073000372,"איגלו בייבי חום 35*43 ס""מ",
,,2019073000389,"איגלו בייבי תכלת 35*45 ס""מ",
,,2019073000396,"מיטה מנומרת חום 51*65 ס""מ",
,,2019073000419,"מיטת כותנה סגול/אפור 61*77 ס""מ",
,,2019073000426,"מיטת כותנה סגול/אפור 51*65 ס""מ",
,,2019073000433,"מיטת כותנה סגול/אפור 43*55 ס""מ",
,,2019073000440,"מיטת כותנה ורוד\אפור 35*45 ס""מ PAWPRINTS",
,,2019073000457,"מיטת כותנה כחול/אפור 61*77 ס""מ",
,,2019073000471,"מיטת כותנה כחול/אפור 43*55 ס""מ",
,,2019073000501,"מיטת כותנה תורכיז/אפור 35*45 ס""מ",
,,2019073000525,"מיטת כותנה ורוד/אפור 51*65 ס""מ",
,,2019073000532,"מיטת כותנה ורוד/אפור 43*55 ס""מ",
,,2019073000549,"מיטת אנגליה כחולה 35*45 ס""מ",
,,2019073000556,"מיטת אנגליה כחולה 51*65 ס""מ",
,,2019073000563,"מיטת אנגליה כחולה 70*87 ס""מ",
,,2019073000570,"מיטת אנגליה גינס 35*45 ס""מ",
,,2019073000587,"מיטת אנגליה גינס 51-65 ס""מ",
,,2019073000594,"מיטת אנגליה גינס 70*87 ס""מ",
,,2019073000600,"מיטת גינס מזרן קטיפה 61*77 ס""מ",
,,2019073000617,"מיטת גינס מזרן קטיפה 51*65 ס""מ",
,,2019073000624,"מיטת גינס מזרן קטיפה 43*55 ס""מ",
,,2019073000662,"מיטה משובצת חומה 35*45 ס""מ",
,,2019073000679,"מיטה משובצת חומה 51*65 ס""מ",
,,2019073000693,"מיטה משובצת אפורה 35*45 ס""מ",
,,2019073000709,"מיטה משובצת אפורה 51*65 ס""מ",
,,2019073000716,"מיטה משובצת אפורה 70*87 ס""מ",
,,2019073000723,"מיטת ספה בז 47*53 ס""מ",
,,2019073000785,"מיטת ספה חומה 47*53 ס""מ",
,,2019073000822,"מיטת פרווה אפור 53*59 ס""מ",
,,2019073000839,"מיטת פרווה אפור 65*75 ס""מ",
,,2019073000860,"מיטת פרווה שחור 65*75 ס""מ",
,,2019073000877,"מיטה מפנקת חומה 45*45 ס""מ",
,,2019073000907,"מיטה מפנקת אפורה 45*45 ס""מ",
,,2019073000914,"מיטה מפנקת אפורה 55*55 ס""מ",
,,2019121200013,מיטה אפורה מרופדת L,
,,2019121200020,מיטה אפורה מרופדת M,
,,2019121200037,מיטה אפורה מרופדת S,
,,2019122300118,מיטה 16*41*52  - א. נחום,
,,2020101000516,9440-2009B מיטה 114*85*20,
,,2020112900003,מיטת לאפה S טאנצ'נג 53x42x17cm,
,,2020112900010,מיטה מרופדת איכותית לכלב 82*40*24,
,,2020112900034,מיטה מרופדת איכותית לכלב 62*50*19,
,,2020112900041,מיטה מרופדת איכותית לכלב 52*42*18,
,,2020112900058,"מזרון אפור 114*81*8 ס""מ טאנצנג",
,,2020112900065,"מזרון אפור 103*74*8 ס""מ טאנצנג",
,,2020112900072,"מזרון אפור 91*67*8 ס""מ טאנצנג",
,,2020112900089,"מזרון אפור 79*59*8 ס""מ טאנצנג",
,,2020112900096,"מזרון אפור 67*51*8 ס""מ טאנצנג",
,,2020112900102,מיטת PAWPRINT ורוד\אפור 79*63*23,
,,2020112900119,מיטת PAWPRINT ורוד\אפור 73*58*21,
,,2020112900126,מיטת PAWPRINT ורוד\אפור 68*53*20,
,,2020112900133,מיטת PAWPRINT ורוד\אפור 48*63,
,,2020112900140,מיטת PAWPRINT ורוד\אפור 58*43*17,
,,2020112900157,מיטת PAWPRINT ורוד\אפור 53*38*15,
,,2020112900164,מיטת PAWPRINT ורוד\אפור 48*33*14,
,,2020112900171,מיטת PAWPRINT ורוד\אפור 43*28*13,
,,2020113900133,מיטת PAWPRINT ורוד\אפור 63*48*18,
https://www.anipet.co.il/product/23055/%D7%9B%D7%9C%D7%95%D7%91-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775898.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,"2020405775928, 2020406775928","כלוב אילוף 107 ס""מ פנורמה",
https://www.anipet.co.il/product/23055/%D7%9B%D7%9C%D7%95%D7%91-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775898.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775898,"כלוב אילוף 61 ס""מ פנורמה",
https://www.anipet.co.il/product/23055/%D7%9B%D7%9C%D7%95%D7%91-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775898.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775904,"כלוב אילוף 76 ס""מ פנורמה",
https://www.anipet.co.il/product/23055/%D7%9B%D7%9C%D7%95%D7%91-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775898.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775911,"כלוב אילוף 92 ס""מ פנורמה",
https://www.anipet.co.il/product/23055/%D7%9B%D7%9C%D7%95%D7%91-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775898.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775935,"כלוב אילוף 121 ס""מ פנורמה",
https://www.anipet.co.il/product/23054/%D7%92%D7%93%D7%A8-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775942.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775942,"גדר אילוף 61 ס""מ פנורמה",
https://www.anipet.co.il/product/23054/%D7%92%D7%93%D7%A8-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775942.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775959,"גדר אילוף 76 ס""מ פנורמה",
https://www.anipet.co.il/product/23054/%D7%92%D7%93%D7%A8-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775942.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775966,"גדר אילוף 91 ס""מ פנורמה",
https://www.anipet.co.il/product/23054/%D7%92%D7%93%D7%A8-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775942.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775973,"גדר אילוף 107 ס""מ פנורמה",
https://www.anipet.co.il/product/23054/%D7%92%D7%93%D7%A8-%D7%90%D7%99%D7%9C%D7%95%D7%A3-%D7%A4%D7%A0%D7%95%D7%A8%D7%9E%D7%94---%D7%92%D7%95%D7%93%D7%9C-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94,https://cdn.modulus.co.il/anipet/2020406775942.png?width=100&height=100&mode=pad&format=png&v=5&output=webp,2020406775980,"גדר אילוף 122 ס""מ פנורמה",
,,2034020340034,צמח פלסטיק 20 אינצ' סיישל,
,,2182550706933,רויאל קנין אינדור 4קג,
,,2206060024025,125422,
,,2224005193767,לא פעיל חבל דנטלי גומי,
,,2295014000209,פולד היל בוניביקס ביסקוויט 250 גר,
,,2325417896555,פריט בדיקה סינכרון מוצרים לאתר 2,
,,2325417896556,פריט בדיקה סינכרון מוצרים לאתר 1,
,,2400373747379,דקורציה אלמוג SH 8005 L PU,
,,2780201332220,מארז כדורי טניס מצפצף 4 אינץ',
,,2780201335559,"ארבעה כדורי טניס לכלבים קטנים 2"" פטקס",
